,tr_Y,valid1,valid2,valid3,valid4,valid5,tr_score,tr_conf
435,1,0.862,0.85,0.644,0.849,0.888,0.819,0.01
436,1,0.713,0.602,0.603,0.568,0.694,0.636,0.347
437,1,0.739,0.576,0.567,0.567,0.7,0.63,0.414
438,0,0.141,0.169,0.15,0.18,0.131,0.154,0.0
439,0,0.163,0.358,0.391,0.268,0.183,0.273,0.0
440,0,0.366,0.428,0.675,0.559,0.365,0.479,0.132
441,0,0.662,0.567,0.609,0.528,0.647,0.603,0.412
442,1,0.713,0.602,0.603,0.568,0.694,0.636,0.347
443,0,0.187,0.168,0.172,0.179,0.244,0.19,0.0
444,1,0.133,0.146,0.168,0.187,0.161,0.159,0.0
445,0,0.16,0.159,0.193,0.219,0.136,0.173,0.0
446,0,0.09,0.108,0.06,0.165,0.106,0.106,0.0
447,1,0.325,0.12,0.4,0.279,0.335,0.292,0.0
448,0,0.116,0.128,0.106,0.172,0.142,0.133,0.0
449,0,0.209,0.166,0.234,0.319,0.142,0.214,0.0
450,0,0.212,0.172,0.186,0.21,0.19,0.194,0.0
451,0,0.212,0.172,0.186,0.21,0.19,0.194,0.0
452,0,0.14,0.147,0.148,0.19,0.153,0.156,0.0
453,0,0.128,0.141,0.139,0.244,0.144,0.159,0.0
454,0,0.357,0.238,0.355,0.552,0.409,0.382,0.012
455,0,0.105,0.116,0.065,0.232,0.135,0.13,0.0
456,0,0.083,0.101,0.037,0.154,0.095,0.094,0.0
457,0,0.064,0.089,0.026,0.149,0.066,0.079,0.0
458,0,0.435,0.358,0.33,0.339,0.373,0.367,0.0
459,1,0.373,0.349,0.344,0.349,0.356,0.354,0.0
460,1,0.662,0.512,0.52,0.47,0.666,0.566,0.281
461,0,0.567,0.43,0.309,0.518,0.523,0.469,0.058
462,0,0.566,0.461,0.337,0.49,0.528,0.476,0.04
463,0,0.236,0.356,0.449,0.325,0.37,0.347,0.0
464,0,0.33,0.32,0.216,0.368,0.492,0.345,0.001
465,0,0.867,0.838,0.706,0.855,0.904,0.834,0.001
466,1,0.912,0.885,0.81,0.902,0.922,0.886,0.0
467,1,0.287,0.37,0.319,0.301,0.467,0.349,0.0
468,1,0.724,0.646,0.656,0.508,0.785,0.664,0.294
469,1,0.881,0.931,0.878,0.821,0.944,0.891,0.0
470,1,0.94,0.975,0.934,0.926,0.971,0.949,0.0
471,1,0.146,0.249,0.314,0.238,0.217,0.233,0.0
472,1,0.59,0.61,0.593,0.731,0.725,0.65,0.287
473,1,0.953,0.918,0.855,0.931,0.927,0.917,0.0
474,1,0.976,0.971,0.945,0.966,0.959,0.964,0.0
475,1,0.987,0.976,0.985,0.967,0.988,0.981,0.0
476,1,0.989,0.976,0.987,0.969,0.991,0.983,0.0
477,1,0.982,0.978,0.98,0.968,0.986,0.979,0.0
478,1,0.995,0.996,0.994,0.986,0.996,0.993,0.0
479,1,0.991,0.985,0.991,0.977,0.992,0.987,0.0
480,1,0.995,0.996,0.994,0.986,0.996,0.993,0.0
481,1,0.995,0.997,0.991,0.987,0.995,0.993,0.0
482,1,0.987,0.976,0.985,0.967,0.988,0.981,0.0
483,1,0.997,0.998,0.997,0.993,0.998,0.997,0.0
484,1,0.996,0.997,0.996,0.991,0.997,0.996,0.0
485,1,0.995,0.997,0.991,0.987,0.995,0.993,0.0
486,1,0.991,0.985,0.991,0.977,0.992,0.987,0.0
487,1,0.989,0.976,0.987,0.969,0.991,0.983,0.0
488,1,0.991,0.985,0.991,0.977,0.992,0.987,0.0
489,1,0.994,0.996,0.993,0.986,0.995,0.993,0.0
490,1,0.987,0.976,0.985,0.967,0.988,0.981,0.0
491,1,0.991,0.991,0.993,0.983,0.993,0.99,0.0
492,1,0.993,0.99,0.994,0.984,0.993,0.991,0.0
493,1,0.987,0.976,0.985,0.967,0.988,0.981,0.0
494,1,0.987,0.976,0.985,0.967,0.988,0.981,0.0
495,1,0.995,0.991,0.995,0.986,0.996,0.992,0.0
496,1,0.977,0.96,0.978,0.951,0.986,0.97,0.0
497,1,0.998,0.999,0.998,0.995,0.998,0.998,0.0
498,1,0.989,0.976,0.987,0.969,0.991,0.983,0.0
499,1,0.994,0.99,0.994,0.984,0.995,0.992,0.0
500,1,0.998,0.998,0.997,0.995,0.999,0.997,0.0
501,1,0.998,0.998,0.997,0.995,0.999,0.997,0.0
502,1,0.999,0.999,0.999,0.997,0.999,0.999,0.0
503,1,0.998,0.998,0.998,0.997,0.999,0.998,0.0
504,1,0.998,0.998,0.997,0.995,0.999,0.997,0.0
505,1,0.998,0.999,0.998,0.995,0.998,0.998,0.0
506,1,0.998,0.999,0.998,0.995,0.998,0.998,0.0
507,1,0.999,0.999,0.997,0.996,0.998,0.998,0.0
508,1,0.999,0.999,0.999,0.998,0.999,0.999,0.0
509,1,0.998,0.999,0.998,0.993,0.999,0.997,0.0
510,1,0.998,0.999,0.998,0.993,0.999,0.997,0.0
511,1,0.999,0.999,0.997,0.996,0.998,0.998,0.0
512,1,0.997,0.997,0.997,0.992,0.997,0.996,0.0
513,1,0.996,0.995,0.996,0.989,0.996,0.994,0.0
514,1,0.996,0.995,0.996,0.99,0.997,0.995,0.0
515,1,0.996,0.995,0.996,0.989,0.996,0.994,0.0
516,1,0.995,0.993,0.996,0.985,0.997,0.993,0.0
517,1,0.994,0.99,0.986,0.974,0.991,0.987,0.0
518,1,0.998,0.998,0.998,0.995,0.998,0.997,0.0
519,1,0.999,0.999,0.999,0.998,0.999,0.999,0.0
520,1,0.995,0.992,0.996,0.984,0.996,0.992,0.0
521,1,0.996,0.995,0.996,0.99,0.997,0.995,0.0
522,1,0.996,0.995,0.996,0.989,0.996,0.994,0.0
523,1,0.999,1.0,0.999,0.998,0.999,0.999,0.0
524,1,0.998,0.998,0.998,0.995,0.998,0.998,0.0
525,1,0.997,0.994,0.992,0.981,0.993,0.991,0.0
526,1,0.999,0.999,0.998,0.997,0.999,0.998,0.0
527,1,0.998,0.999,0.997,0.997,0.999,0.998,0.0
528,1,0.992,0.994,0.988,0.982,0.994,0.99,0.0
529,1,0.924,0.909,0.954,0.88,0.976,0.929,0.0
530,1,0.946,0.943,0.974,0.919,0.985,0.954,0.0
531,1,0.973,0.983,0.982,0.95,0.989,0.975,0.0
532,1,0.989,0.993,0.994,0.982,0.995,0.99,0.0
533,1,0.967,0.959,0.983,0.956,0.988,0.971,0.0
534,1,0.996,0.995,0.996,0.99,0.997,0.995,0.0
535,1,0.998,0.998,0.997,0.995,0.999,0.997,0.0
536,1,0.998,0.998,0.997,0.995,0.999,0.997,0.0
537,1,0.999,0.999,0.999,0.997,0.999,0.999,0.0
538,1,0.987,0.978,0.983,0.97,0.991,0.982,0.0
539,1,0.991,0.982,0.989,0.975,0.992,0.986,0.0
540,1,0.987,0.976,0.985,0.967,0.988,0.981,0.0
541,1,0.998,0.996,0.996,0.991,0.999,0.996,0.0
542,1,0.989,0.976,0.987,0.969,0.991,0.983,0.0
543,1,0.987,0.976,0.985,0.967,0.988,0.981,0.0
544,1,0.993,0.99,0.994,0.984,0.993,0.991,0.0
545,1,0.997,0.998,0.997,0.992,0.997,0.996,0.0
546,1,0.993,0.99,0.994,0.984,0.993,0.991,0.0
547,1,0.998,0.998,0.997,0.994,0.998,0.997,0.0
548,1,0.998,0.998,0.998,0.997,0.999,0.998,0.0
549,1,0.997,0.994,0.994,0.989,0.998,0.994,0.0
550,1,0.989,0.964,0.982,0.971,0.991,0.979,0.0
551,1,0.983,0.952,0.974,0.96,0.986,0.971,0.0
552,1,0.992,0.98,0.993,0.98,0.992,0.987,0.0
553,1,0.992,0.98,0.993,0.98,0.992,0.987,0.0
554,1,0.998,0.998,0.998,0.996,0.999,0.998,0.0
555,1,0.999,0.999,0.998,0.995,0.999,0.998,0.0
556,1,0.992,0.985,0.992,0.979,0.994,0.988,0.0
557,1,0.989,0.976,0.987,0.969,0.991,0.983,0.0
558,1,0.992,0.982,0.989,0.977,0.994,0.987,0.0
559,1,0.989,0.976,0.987,0.969,0.991,0.983,0.0
560,1,0.992,0.981,0.99,0.982,0.993,0.987,0.0
561,1,0.987,0.976,0.985,0.967,0.988,0.981,0.0
562,1,0.994,0.99,0.994,0.984,0.995,0.992,0.0
563,1,0.987,0.976,0.985,0.967,0.988,0.981,0.0
564,1,0.992,0.982,0.989,0.977,0.994,0.987,0.0
565,1,0.998,0.998,0.998,0.996,0.999,0.998,0.0
566,1,0.998,0.997,0.997,0.996,0.998,0.997,0.0
567,1,0.998,0.998,0.997,0.997,0.999,0.998,0.0
568,1,0.995,0.995,0.996,0.989,0.998,0.995,0.0
569,1,0.995,0.996,0.993,0.994,0.997,0.995,0.0
570,1,0.992,0.981,0.973,0.98,0.994,0.984,0.0
571,1,0.987,0.976,0.985,0.967,0.988,0.981,0.0
572,1,0.987,0.976,0.985,0.967,0.988,0.981,0.0
573,1,0.997,0.998,0.996,0.993,0.997,0.996,0.0
574,1,0.993,0.99,0.994,0.984,0.993,0.991,0.0
575,1,0.999,0.999,0.999,0.998,0.999,0.999,0.0
576,1,0.998,0.998,0.998,0.997,0.999,0.998,0.0
577,1,0.993,0.982,0.978,0.977,0.989,0.984,0.0
578,1,0.997,0.992,0.991,0.988,0.994,0.993,0.0
579,1,0.996,0.984,0.985,0.981,0.993,0.988,0.0
580,1,0.994,0.98,0.98,0.975,0.989,0.984,0.0
581,1,0.996,0.993,0.99,0.992,0.995,0.993,0.0
582,1,0.997,0.995,0.993,0.996,0.994,0.995,0.0
583,1,0.993,0.987,0.99,0.974,0.995,0.988,0.0
584,1,0.996,0.992,0.989,0.987,0.996,0.992,0.0
585,1,0.984,0.937,0.963,0.975,0.983,0.968,0.0
586,1,0.994,0.975,0.986,0.988,0.992,0.987,0.0
587,1,0.996,0.994,0.992,0.994,0.997,0.995,0.0
588,1,0.998,0.998,0.997,0.995,0.999,0.997,0.0
589,1,0.99,0.988,0.992,0.969,0.998,0.987,0.0
590,1,0.994,0.993,0.994,0.986,0.997,0.993,0.0
591,1,0.996,0.995,0.996,0.99,0.997,0.995,0.0
592,1,0.997,0.997,0.997,0.993,0.998,0.996,0.0
593,1,0.997,0.996,0.997,0.992,0.998,0.996,0.0
594,1,0.996,0.995,0.996,0.99,0.997,0.995,0.0
595,1,0.996,0.995,0.996,0.989,0.996,0.994,0.0
596,1,0.998,0.999,0.998,0.994,0.997,0.997,0.0
597,1,0.996,0.997,0.997,0.985,0.998,0.995,0.0
598,1,0.998,0.999,0.996,0.995,0.998,0.997,0.0
599,1,0.998,0.998,0.997,0.995,0.998,0.997,0.0
600,1,0.996,0.995,0.996,0.989,0.996,0.994,0.0
601,1,0.996,0.995,0.996,0.989,0.996,0.994,0.0
602,1,0.997,0.996,0.997,0.992,0.998,0.996,0.0
603,1,0.998,0.998,0.998,0.994,0.997,0.997,0.0
604,1,0.998,0.998,0.998,0.995,0.998,0.998,0.0
605,1,0.999,0.999,0.999,0.996,0.999,0.998,0.0
606,1,0.999,0.999,0.999,0.996,0.999,0.998,0.0
607,1,0.998,0.998,0.997,0.991,0.997,0.996,0.0
608,1,0.998,0.994,0.992,0.991,0.995,0.994,0.0
609,1,0.999,0.998,0.996,0.996,0.997,0.997,0.0
610,1,0.998,0.996,0.994,0.993,0.997,0.995,0.0
611,1,0.994,0.991,0.993,0.966,0.992,0.987,0.0
612,1,0.997,0.998,0.996,0.992,0.994,0.996,0.0
613,1,0.987,0.984,0.991,0.976,0.996,0.987,0.0
614,1,0.992,0.994,0.994,0.958,0.997,0.987,0.0
615,1,0.986,0.978,0.983,0.926,0.986,0.972,0.0
616,1,0.992,0.983,0.988,0.962,0.983,0.981,0.0
617,1,0.996,0.997,0.996,0.981,0.996,0.993,0.0
618,1,0.988,0.984,0.98,0.961,0.974,0.978,0.0
619,1,0.993,0.988,0.987,0.979,0.97,0.983,0.0
620,1,0.998,0.998,0.998,0.995,0.998,0.997,0.0
621,1,0.999,1.0,0.999,0.997,0.999,0.999,0.0
622,1,0.995,0.996,0.996,0.99,0.996,0.995,0.0
623,1,0.997,0.997,0.997,0.991,0.998,0.996,0.0
624,1,0.997,0.998,0.995,0.992,0.997,0.996,0.0
625,1,0.994,0.991,0.987,0.976,0.995,0.989,0.0
626,0,0.073,0.105,0.041,0.163,0.072,0.091,0.0
627,0,0.074,0.12,0.043,0.179,0.064,0.096,0.0
628,0,0.243,0.579,0.113,0.284,0.281,0.3,0.02
629,0,0.118,0.375,0.108,0.276,0.196,0.214,0.0
630,0,0.074,0.114,0.042,0.171,0.072,0.095,0.0
631,0,0.069,0.107,0.038,0.173,0.052,0.088,0.0
632,0,0.065,0.103,0.031,0.158,0.044,0.08,0.0
633,0,0.068,0.092,0.027,0.161,0.045,0.078,0.0
634,0,0.087,0.111,0.047,0.17,0.062,0.096,0.0
635,0,0.095,0.266,0.071,0.22,0.117,0.154,0.0
636,0,0.088,0.118,0.045,0.177,0.089,0.104,0.0
637,0,0.06,0.087,0.018,0.151,0.054,0.074,0.0
638,0,0.056,0.087,0.021,0.152,0.036,0.07,0.0
639,0,0.38,0.257,0.159,0.485,0.148,0.286,0.006
640,0,0.076,0.115,0.044,0.163,0.056,0.091,0.0
641,0,0.078,0.127,0.045,0.165,0.088,0.101,0.0
642,0,0.08,0.117,0.054,0.179,0.077,0.101,0.0
643,0,0.095,0.126,0.063,0.185,0.082,0.11,0.0
644,0,0.068,0.107,0.02,0.171,0.061,0.085,0.0
645,0,0.072,0.109,0.039,0.171,0.059,0.09,0.0
646,0,0.057,0.094,0.016,0.155,0.048,0.074,0.0
647,0,0.093,0.123,0.05,0.239,0.106,0.122,0.0
648,0,0.093,0.118,0.057,0.262,0.066,0.119,0.0
649,0,0.304,0.233,0.175,0.279,0.198,0.238,0.0
650,0,0.077,0.108,0.04,0.166,0.051,0.088,0.0
651,0,0.068,0.101,0.019,0.175,0.058,0.084,0.0
652,0,0.161,0.146,0.073,0.18,0.123,0.137,0.0
653,0,0.059,0.099,0.024,0.15,0.048,0.076,0.0
654,0,0.164,0.182,0.115,0.236,0.198,0.179,0.0
655,0,0.071,0.101,0.039,0.166,0.057,0.087,0.0
656,0,0.253,0.221,0.203,0.403,0.156,0.247,0.0
657,0,0.069,0.102,0.036,0.169,0.049,0.085,0.0
658,0,0.063,0.102,0.025,0.163,0.044,0.08,0.0
659,0,0.075,0.098,0.03,0.163,0.058,0.085,0.0
660,0,0.1,0.107,0.039,0.177,0.075,0.099,0.0
661,0,0.058,0.091,0.019,0.157,0.059,0.077,0.0
662,0,0.043,0.082,0.013,0.153,0.03,0.064,0.0
663,0,0.079,0.117,0.043,0.205,0.08,0.105,0.0
664,0,0.055,0.084,0.019,0.162,0.032,0.071,0.0
665,0,0.069,0.122,0.083,0.168,0.057,0.1,0.0
666,0,0.118,0.151,0.168,0.235,0.085,0.151,0.0
667,0,0.127,0.177,0.08,0.263,0.143,0.158,0.0
668,0,0.503,0.474,0.405,0.602,0.401,0.477,0.032
669,0,0.496,0.374,0.454,0.565,0.56,0.49,0.04
670,0,0.098,0.167,0.053,0.213,0.135,0.133,0.0
671,0,0.2,0.172,0.105,0.497,0.102,0.215,0.003
672,0,0.108,0.121,0.066,0.225,0.11,0.126,0.0
673,1,0.8,0.68,0.79,0.773,0.848,0.778,0.001
674,1,0.676,0.513,0.388,0.703,0.897,0.635,0.45
675,0,0.336,0.351,0.242,0.44,0.312,0.336,0.0
676,0,0.213,0.229,0.145,0.349,0.224,0.232,0.0
677,0,0.438,0.358,0.265,0.698,0.392,0.43,0.103
678,0,0.113,0.141,0.091,0.231,0.106,0.136,0.0
679,0,0.508,0.338,0.2,0.588,0.802,0.487,0.271
680,0,0.075,0.107,0.024,0.178,0.064,0.09,0.0
681,0,0.194,0.168,0.111,0.367,0.127,0.193,0.0
682,0,0.194,0.168,0.111,0.367,0.127,0.193,0.0
683,0,0.159,0.199,0.09,0.467,0.133,0.21,0.001
684,0,0.066,0.11,0.022,0.174,0.061,0.086,0.0
685,0,0.134,0.145,0.069,0.289,0.202,0.168,0.0
686,0,0.127,0.177,0.08,0.263,0.143,0.158,0.0
687,0,0.096,0.127,0.052,0.188,0.142,0.121,0.0
688,0,0.105,0.209,0.078,0.24,0.108,0.148,0.0
689,0,0.162,0.267,0.128,0.263,0.086,0.181,0.0
690,0,0.165,0.183,0.065,0.204,0.065,0.136,0.0
691,0,0.093,0.133,0.053,0.184,0.061,0.105,0.0
692,1,0.479,0.265,0.472,0.377,0.439,0.406,0.004
693,0,0.589,0.352,0.476,0.518,0.454,0.478,0.041
694,1,0.65,0.406,0.581,0.527,0.616,0.556,0.25
695,0,0.65,0.406,0.581,0.527,0.616,0.556,0.25
696,1,0.593,0.292,0.483,0.432,0.519,0.464,0.068
697,1,0.658,0.59,0.613,0.504,0.756,0.624,0.448
698,1,0.764,0.453,0.631,0.645,0.694,0.637,0.409
699,1,0.764,0.453,0.631,0.645,0.694,0.637,0.409
700,0,0.899,0.761,0.74,0.794,0.794,0.798,0.0
701,1,0.916,0.793,0.77,0.806,0.829,0.823,0.0
702,0,0.194,0.176,0.12,0.246,0.129,0.173,0.0
703,1,0.644,0.509,0.601,0.47,0.654,0.576,0.303
704,0,0.642,0.515,0.67,0.489,0.735,0.61,0.486
705,1,0.764,0.453,0.631,0.645,0.694,0.637,0.409
706,1,0.65,0.406,0.581,0.527,0.616,0.556,0.25
707,0,0.368,0.278,0.281,0.574,0.362,0.373,0.013
708,0,0.593,0.292,0.483,0.432,0.519,0.464,0.068
709,0,0.65,0.406,0.581,0.527,0.616,0.556,0.25
710,1,0.87,0.649,0.739,0.732,0.804,0.759,0.025
711,1,0.826,0.552,0.71,0.692,0.726,0.701,0.159
712,0,0.368,0.278,0.281,0.574,0.362,0.373,0.013
713,1,0.604,0.355,0.524,0.486,0.64,0.522,0.179
714,1,0.65,0.406,0.581,0.527,0.616,0.556,0.25
715,1,0.65,0.406,0.581,0.527,0.616,0.556,0.25
716,1,0.835,0.59,0.704,0.704,0.783,0.723,0.094
717,1,0.928,0.826,0.839,0.808,0.876,0.855,0.0
718,0,0.479,0.265,0.472,0.377,0.439,0.406,0.004
719,1,0.604,0.355,0.524,0.486,0.64,0.522,0.179
720,1,0.642,0.515,0.67,0.489,0.735,0.61,0.486
721,1,0.812,0.683,0.756,0.664,0.87,0.757,0.032
722,1,0.9,0.761,0.706,0.731,0.79,0.778,0.008
723,0,0.65,0.406,0.581,0.527,0.616,0.556,0.25
724,0,0.589,0.352,0.476,0.518,0.454,0.478,0.041
725,0,0.368,0.278,0.281,0.574,0.362,0.373,0.013
726,0,0.715,0.507,0.619,0.562,0.722,0.625,0.446
727,1,0.863,0.701,0.759,0.723,0.839,0.777,0.005
728,0,0.368,0.278,0.281,0.574,0.362,0.373,0.013
729,1,0.812,0.683,0.756,0.664,0.87,0.757,0.032
730,1,0.947,0.842,0.823,0.833,0.887,0.866,0.0
731,0,0.491,0.254,0.333,0.532,0.478,0.418,0.032
732,1,0.479,0.265,0.472,0.377,0.439,0.406,0.004
733,0,0.426,0.217,0.429,0.335,0.427,0.367,0.001
734,1,0.235,0.171,0.25,0.43,0.231,0.263,0.0
735,0,0.239,0.15,0.166,0.274,0.283,0.222,0.0
736,0,0.392,0.366,0.401,0.586,0.426,0.434,0.011
737,1,0.479,0.265,0.472,0.377,0.439,0.406,0.004
738,0,0.479,0.265,0.472,0.377,0.439,0.406,0.004
739,0,0.459,0.214,0.358,0.286,0.33,0.33,0.0
740,1,0.616,0.522,0.5,0.746,0.609,0.599,0.432
741,0,0.65,0.406,0.581,0.527,0.616,0.556,0.25
742,1,0.835,0.59,0.704,0.704,0.783,0.723,0.094
743,0,0.589,0.352,0.476,0.518,0.454,0.478,0.041
744,0,0.358,0.227,0.294,0.355,0.518,0.351,0.003
745,1,0.715,0.507,0.619,0.562,0.722,0.625,0.446
746,0,0.65,0.406,0.581,0.527,0.616,0.556,0.25
747,0,0.66,0.454,0.535,0.522,0.717,0.578,0.354
748,1,0.947,0.842,0.823,0.833,0.887,0.866,0.0
749,1,0.788,0.505,0.688,0.663,0.732,0.675,0.259
750,0,0.9,0.761,0.706,0.731,0.79,0.778,0.008
751,1,0.715,0.507,0.619,0.562,0.722,0.625,0.446
752,1,0.812,0.683,0.756,0.664,0.87,0.757,0.032
753,1,0.812,0.683,0.756,0.664,0.87,0.757,0.032
754,0,0.69,0.366,0.489,0.547,0.649,0.548,0.286
755,1,0.916,0.794,0.838,0.811,0.894,0.851,0.0
756,1,0.812,0.683,0.756,0.664,0.87,0.757,0.032
757,1,0.351,0.176,0.274,0.269,0.335,0.281,0.0
758,1,0.775,0.632,0.751,0.582,0.838,0.716,0.14
759,0,0.87,0.649,0.739,0.732,0.804,0.759,0.025
760,0,0.534,0.439,0.418,0.588,0.531,0.502,0.04
761,1,0.757,0.608,0.681,0.618,0.851,0.703,0.163
762,0,0.856,0.735,0.719,0.699,0.766,0.755,0.005
763,1,0.856,0.735,0.719,0.699,0.766,0.755,0.005
764,1,0.87,0.705,0.657,0.69,0.793,0.743,0.048
765,1,0.87,0.705,0.657,0.69,0.793,0.743,0.048
766,1,0.87,0.705,0.657,0.69,0.793,0.743,0.048
767,0,0.9,0.761,0.706,0.731,0.79,0.778,0.008
768,1,0.937,0.87,0.802,0.812,0.906,0.865,0.0
769,1,0.958,0.864,0.803,0.856,0.858,0.868,0.0
770,1,0.928,0.756,0.763,0.732,0.739,0.784,0.01
771,1,0.87,0.649,0.739,0.732,0.804,0.759,0.025
772,1,0.87,0.649,0.739,0.732,0.804,0.759,0.025
773,1,0.662,0.435,0.741,0.602,0.752,0.638,0.415
774,1,0.347,0.24,0.301,0.312,0.28,0.296,0.0
775,1,0.792,0.648,0.76,0.671,0.792,0.732,0.026
776,1,0.812,0.683,0.756,0.664,0.87,0.757,0.032
777,1,0.715,0.507,0.619,0.562,0.722,0.625,0.446
778,1,0.863,0.701,0.759,0.723,0.839,0.777,0.005
779,1,0.556,0.358,0.529,0.406,0.548,0.479,0.05
780,0,0.587,0.41,0.412,0.464,0.54,0.482,0.031
781,1,0.884,0.885,0.771,0.805,0.929,0.855,0.0
782,1,0.695,0.708,0.571,0.641,0.789,0.681,0.178
783,1,0.795,0.698,0.792,0.647,0.865,0.759,0.03
784,1,0.565,0.449,0.409,0.462,0.591,0.495,0.046
785,1,0.844,0.607,0.696,0.771,0.795,0.743,0.06
786,1,0.762,0.785,0.642,0.684,0.867,0.748,0.044
787,1,0.762,0.785,0.642,0.684,0.867,0.748,0.044
788,1,0.762,0.785,0.642,0.684,0.867,0.748,0.044
789,1,0.873,0.733,0.822,0.72,0.853,0.8,0.001
790,1,0.667,0.647,0.551,0.566,0.806,0.647,0.356
791,0,0.535,0.542,0.347,0.301,0.276,0.4,0.032
792,1,0.497,0.442,0.581,0.335,0.391,0.449,0.026
793,1,0.894,0.848,0.767,0.701,0.882,0.818,0.003
794,1,0.459,0.404,0.321,0.264,0.443,0.378,0.001
795,1,0.417,0.406,0.274,0.203,0.245,0.309,0.0
796,0,0.366,0.315,0.197,0.201,0.245,0.265,0.0
797,0,0.616,0.522,0.5,0.746,0.609,0.599,0.432
798,0,0.292,0.257,0.248,0.54,0.33,0.333,0.004
799,0,0.554,0.324,0.461,0.496,0.249,0.417,0.041
800,0,0.539,0.236,0.326,0.542,0.378,0.404,0.041
801,1,0.554,0.324,0.461,0.496,0.249,0.417,0.041
802,1,0.1,0.16,0.111,0.254,0.189,0.163,0.0
803,1,0.408,0.25,0.61,0.379,0.385,0.406,0.037
804,0,0.204,0.189,0.088,0.208,0.176,0.173,0.0
805,1,0.835,0.789,0.7,0.723,0.899,0.789,0.008
806,0,0.752,0.618,0.708,0.603,0.781,0.692,0.133
807,0,0.405,0.261,0.576,0.36,0.491,0.419,0.036
808,1,0.967,0.934,0.87,0.898,0.948,0.924,0.0
809,1,0.937,0.87,0.802,0.812,0.906,0.865,0.0
810,1,0.873,0.733,0.822,0.72,0.853,0.8,0.001
811,1,0.752,0.618,0.708,0.603,0.781,0.692,0.133
812,1,0.667,0.647,0.551,0.566,0.806,0.647,0.356
813,1,0.812,0.683,0.756,0.664,0.87,0.757,0.032
814,1,0.835,0.661,0.63,0.688,0.865,0.736,0.1
815,0,0.696,0.554,0.567,0.589,0.829,0.647,0.373
816,1,0.842,0.667,0.669,0.748,0.827,0.75,0.033
817,0,0.835,0.789,0.7,0.723,0.899,0.789,0.008
818,0,0.65,0.617,0.535,0.766,0.679,0.649,0.319
819,1,0.967,0.934,0.87,0.898,0.948,0.924,0.0
820,0,0.136,0.161,0.095,0.202,0.149,0.149,0.0
821,1,0.553,0.611,0.414,0.733,0.764,0.615,0.496
822,0,0.146,0.139,0.064,0.203,0.529,0.216,0.007
823,0,0.084,0.153,0.066,0.332,0.096,0.146,0.0
824,0,0.27,0.281,0.194,0.554,0.12,0.284,0.012
825,1,0.65,0.617,0.535,0.766,0.679,0.649,0.319
826,0,0.103,0.127,0.056,0.179,0.103,0.114,0.0
827,0,0.144,0.14,0.086,0.186,0.157,0.143,0.0
828,0,0.13,0.182,0.128,0.243,0.163,0.169,0.0
829,0,0.633,0.391,0.582,0.533,0.537,0.535,0.165
830,1,0.633,0.391,0.582,0.533,0.537,0.535,0.165
831,1,0.997,0.997,0.995,0.994,0.996,0.996,0.0
832,1,0.992,0.987,0.985,0.989,0.99,0.989,0.0
833,1,0.984,0.972,0.972,0.976,0.98,0.977,0.0
834,1,0.987,0.986,0.984,0.985,0.985,0.985,0.0
835,1,0.993,0.991,0.979,0.981,0.991,0.987,0.0
836,1,0.994,0.993,0.987,0.988,0.993,0.991,0.0
837,1,0.987,0.979,0.973,0.981,0.988,0.981,0.0
838,1,0.987,0.979,0.973,0.981,0.988,0.981,0.0
839,1,0.992,0.987,0.985,0.989,0.99,0.989,0.0
840,1,0.992,0.987,0.985,0.989,0.99,0.989,0.0
841,1,0.992,0.987,0.985,0.989,0.99,0.989,0.0
842,1,0.992,0.987,0.985,0.989,0.99,0.989,0.0
843,1,0.992,0.987,0.985,0.989,0.99,0.989,0.0
844,1,0.995,0.977,0.975,0.981,0.989,0.983,0.0
845,1,0.992,0.987,0.985,0.989,0.99,0.989,0.0
846,1,0.992,0.987,0.985,0.989,0.99,0.989,0.0
847,1,0.683,0.453,0.653,0.709,0.786,0.657,0.349
848,1,0.6,0.155,0.607,0.365,0.72,0.49,0.271
849,1,0.917,0.874,0.977,0.891,0.859,0.904,0.0
850,1,0.615,0.446,0.622,0.689,0.665,0.607,0.471
851,0,0.615,0.446,0.622,0.689,0.665,0.607,0.471
852,0,0.615,0.446,0.622,0.689,0.665,0.607,0.471
853,0,0.556,0.409,0.6,0.59,0.515,0.534,0.126
854,1,0.723,0.468,0.589,0.572,0.437,0.558,0.291
855,0,0.403,0.227,0.056,0.323,0.159,0.234,0.001
856,0,0.144,0.123,0.056,0.192,0.061,0.115,0.0
857,1,0.829,0.328,0.68,0.441,0.667,0.589,0.446
858,0,0.152,0.119,0.059,0.232,0.302,0.173,0.0
859,0,0.335,0.263,0.21,0.442,0.534,0.357,0.015
860,0,0.076,0.097,0.026,0.181,0.043,0.085,0.0
861,1,0.626,0.298,0.455,0.642,0.583,0.521,0.237
862,0,0.683,0.409,0.608,0.701,0.519,0.584,0.392
863,0,0.209,0.135,0.07,0.35,0.173,0.187,0.0
864,0,0.495,0.568,0.917,0.678,0.461,0.624,0.475
865,1,0.997,0.996,0.996,0.992,0.999,0.996,0.0
866,1,0.969,0.965,0.954,0.959,0.971,0.964,0.0
867,1,0.755,0.688,0.695,0.864,0.727,0.746,0.019
868,0,0.703,0.693,0.554,0.863,0.647,0.692,0.217
869,1,0.717,0.702,0.734,0.811,0.802,0.753,0.001
870,0,0.823,0.812,0.819,0.904,0.855,0.843,0.0
