,tr_Y,valid1,valid2,valid3,valid4,valid5,tr_score,tr_conf
435,1,0.867,0.808,0.742,0.85,0.884,0.83,0.0
436,1,0.409,0.689,0.798,0.384,0.071,0.47,0.287
437,1,0.816,0.856,0.935,0.864,0.897,0.873,0.0
438,0,0.48,0.497,0.43,0.483,0.441,0.466,0.0
439,0,0.758,0.739,0.785,0.684,0.702,0.734,0.001
440,0,0.411,0.724,0.851,0.399,0.097,0.496,0.33
441,0,0.227,0.555,0.0,0.509,0.067,0.272,0.065
442,1,0.719,0.529,0.662,0.71,0.744,0.673,0.219
443,0,0.46,0.608,0.594,0.208,0.848,0.544,0.369
444,1,0.508,0.058,0.556,0.348,0.361,0.366,0.078
445,0,0.012,0.005,0.04,0.026,0.012,0.019,0.0
446,0,0.132,0.043,0.074,0.227,0.144,0.124,0.0
447,1,0.509,0.102,0.609,0.396,0.49,0.421,0.134
448,0,0.007,0.002,0.012,0.01,0.013,0.009,0.0
449,0,0.029,0.011,0.058,0.044,0.023,0.033,0.0
450,0,0.063,0.016,0.095,0.059,0.046,0.056,0.0
451,0,0.066,0.016,0.097,0.06,0.047,0.057,0.0
452,0,0.498,0.067,0.369,0.318,0.279,0.306,0.015
453,0,0.029,0.012,0.075,0.039,0.015,0.034,0.0
454,0,0.126,0.059,0.184,0.08,0.061,0.102,0.0
455,0,0.044,0.043,0.063,0.069,0.027,0.049,0.0
456,0,0.009,0.013,0.022,0.011,0.006,0.012,0.0
457,0,0.012,0.008,0.014,0.021,0.012,0.014,0.0
458,0,0.749,0.626,0.699,0.72,0.613,0.681,0.101
459,1,0.746,0.594,0.65,0.629,0.589,0.642,0.311
460,1,0.754,0.628,0.702,0.719,0.61,0.683,0.103
461,0,0.211,0.129,0.227,0.124,0.423,0.223,0.0
462,0,0.157,0.059,0.168,0.105,0.11,0.12,0.0
463,0,0.736,0.581,0.635,0.604,0.631,0.638,0.326
464,0,0.142,0.121,0.278,0.187,0.188,0.183,0.0
465,0,0.927,0.9,0.928,0.944,0.953,0.931,0.0
466,1,0.943,0.915,0.945,0.952,0.963,0.944,0.0
467,1,0.647,0.159,0.357,0.188,0.38,0.346,0.062
468,1,0.764,0.653,0.683,0.717,0.803,0.724,0.021
469,1,0.837,0.758,0.777,0.766,0.838,0.795,0.0
470,1,0.837,0.782,0.795,0.797,0.862,0.815,0.0
471,1,0.752,0.623,0.658,0.722,0.782,0.707,0.055
472,1,0.924,0.987,0.951,0.943,0.999,0.961,0.0
473,1,0.967,0.995,0.996,0.993,1.0,0.99,0.0
474,1,0.972,0.997,0.998,0.996,1.0,0.993,0.0
475,1,0.904,0.873,0.913,0.898,0.923,0.902,0.0
476,1,0.818,0.759,0.836,0.817,0.852,0.816,0.0
477,1,0.944,0.915,0.963,0.953,0.946,0.944,0.0
478,1,0.905,0.898,0.915,0.881,0.916,0.903,0.0
479,1,0.855,0.809,0.882,0.854,0.879,0.856,0.0
480,1,0.923,0.922,0.936,0.91,0.939,0.926,0.0
481,1,0.982,0.978,0.987,0.983,0.989,0.984,0.0
482,1,0.928,0.903,0.935,0.923,0.944,0.926,0.0
483,1,0.996,0.995,0.999,0.998,0.998,0.997,0.0
484,1,0.972,0.965,0.98,0.974,0.982,0.974,0.0
485,1,0.975,0.971,0.982,0.977,0.985,0.978,0.0
486,1,0.925,0.883,0.929,0.924,0.934,0.919,0.0
487,1,0.847,0.804,0.875,0.851,0.878,0.851,0.0
488,1,0.926,0.897,0.934,0.917,0.939,0.922,0.0
489,1,0.952,0.947,0.948,0.937,0.966,0.95,0.0
490,1,0.898,0.859,0.904,0.89,0.913,0.893,0.0
491,1,1.0,0.998,1.0,1.0,1.0,1.0,0.0
492,1,0.998,0.995,0.999,0.998,0.999,0.998,0.0
493,1,0.949,0.931,0.956,0.946,0.962,0.949,0.0
494,1,0.961,0.943,0.964,0.958,0.97,0.959,0.0
495,1,1.0,0.998,1.0,1.0,1.0,0.999,0.0
496,1,0.924,0.848,0.938,0.914,0.927,0.91,0.0
497,1,1.0,0.999,1.0,1.0,1.0,1.0,0.0
498,1,0.787,0.709,0.78,0.775,0.811,0.773,0.0
499,1,0.991,0.984,0.996,0.995,0.995,0.992,0.0
500,1,0.954,0.924,0.989,0.972,0.966,0.961,0.0
501,1,0.957,0.926,0.99,0.972,0.967,0.962,0.0
502,1,0.999,0.997,1.0,1.0,0.999,0.999,0.0
503,1,0.995,0.99,0.999,0.998,0.996,0.996,0.0
504,1,0.958,0.934,0.991,0.976,0.972,0.966,0.0
505,1,0.902,0.896,0.912,0.876,0.915,0.9,0.0
506,1,0.921,0.92,0.933,0.906,0.938,0.924,0.0
507,1,0.982,0.978,0.987,0.982,0.989,0.984,0.0
508,1,0.996,0.995,0.999,0.998,0.998,0.997,0.0
509,1,0.943,0.911,0.985,0.964,0.958,0.952,0.0
510,1,0.955,0.922,0.989,0.97,0.965,0.96,0.0
511,1,0.975,0.971,0.982,0.976,0.985,0.978,0.0
512,1,0.91,0.858,0.909,0.905,0.917,0.9,0.0
513,1,0.884,0.832,0.878,0.872,0.897,0.873,0.0
514,1,0.773,0.694,0.735,0.758,0.792,0.75,0.0
515,1,0.928,0.898,0.953,0.939,0.927,0.929,0.0
516,1,0.899,0.805,0.916,0.888,0.904,0.882,0.0
517,1,0.851,0.841,0.966,0.916,0.895,0.894,0.0
518,1,0.991,0.984,0.996,0.995,0.995,0.992,0.0
519,1,1.0,0.999,1.0,1.0,1.0,1.0,0.0
520,1,0.923,0.848,0.936,0.912,0.926,0.909,0.0
521,1,0.803,0.737,0.797,0.796,0.837,0.794,0.0
522,1,0.951,0.924,0.966,0.954,0.948,0.949,0.0
523,1,1.0,0.999,1.0,1.0,1.0,1.0,0.0
524,1,1.0,0.998,1.0,1.0,1.0,1.0,0.0
525,1,0.942,0.952,0.992,0.978,0.972,0.967,0.0
526,1,0.984,0.976,0.987,0.985,0.991,0.985,0.0
527,1,0.983,0.979,0.988,0.985,0.99,0.985,0.0
528,1,0.968,0.98,0.957,0.976,0.984,0.973,0.0
529,1,0.555,0.513,0.547,0.56,0.604,0.556,0.025
530,1,0.768,0.693,0.715,0.756,0.814,0.749,0.001
531,1,0.803,0.736,0.801,0.711,0.803,0.771,0.0
532,1,0.982,0.98,0.993,0.988,0.99,0.987,0.0
533,1,0.972,0.954,0.988,0.985,0.984,0.977,0.0
534,1,0.808,0.743,0.813,0.804,0.845,0.803,0.0
535,1,0.964,0.94,0.993,0.982,0.977,0.971,0.0
536,1,0.955,0.935,0.99,0.975,0.969,0.965,0.0
537,1,0.999,0.998,1.0,1.0,1.0,0.999,0.0
538,1,0.906,0.804,0.883,0.906,0.954,0.891,0.0
539,1,0.981,0.982,0.982,0.977,0.989,0.983,0.0
540,1,0.813,0.731,0.769,0.795,0.825,0.787,0.0
541,1,0.814,0.688,0.73,0.758,0.819,0.762,0.002
542,1,0.888,0.855,0.9,0.9,0.918,0.892,0.0
543,1,0.845,0.778,0.822,0.841,0.872,0.832,0.0
544,1,1.0,0.999,1.0,1.0,1.0,1.0,0.0
545,1,0.998,0.997,0.999,0.999,0.999,0.998,0.0
546,1,0.998,0.995,0.999,0.999,0.999,0.998,0.0
547,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
548,1,0.999,0.994,1.0,1.0,1.0,0.998,0.0
549,1,0.941,0.872,0.987,0.963,0.981,0.949,0.0
550,1,0.99,0.957,0.973,0.975,0.998,0.979,0.0
551,1,0.854,0.746,0.812,0.861,0.922,0.839,0.0
552,1,1.0,0.998,1.0,1.0,1.0,0.999,0.0
553,1,0.997,0.989,0.998,0.999,1.0,0.997,0.0
554,1,0.967,0.946,0.996,0.986,0.98,0.975,0.0
555,1,0.959,0.936,0.994,0.981,0.974,0.969,0.0
556,1,0.822,0.757,0.838,0.816,0.849,0.817,0.0
557,1,0.84,0.773,0.832,0.837,0.865,0.83,0.0
558,1,0.992,0.989,0.993,0.989,0.997,0.992,0.0
559,1,0.874,0.828,0.877,0.869,0.895,0.869,0.0
560,1,0.993,0.992,0.995,0.993,0.998,0.994,0.0
561,1,0.951,0.925,0.954,0.952,0.96,0.948,0.0
562,1,0.993,0.987,0.995,0.996,0.996,0.994,0.0
563,1,0.917,0.89,0.937,0.925,0.932,0.92,0.0
564,1,0.994,0.99,0.994,0.99,0.997,0.993,0.0
565,1,0.957,0.938,0.994,0.981,0.971,0.968,0.0
566,1,0.947,0.967,1.0,0.976,0.991,0.976,0.0
567,1,0.966,0.975,1.0,0.984,0.994,0.984,0.0
568,1,0.913,0.888,0.961,0.945,0.93,0.927,0.0
569,1,0.994,0.993,0.995,0.994,0.997,0.995,0.0
570,1,0.795,0.681,0.73,0.76,0.83,0.759,0.002
571,1,0.902,0.868,0.908,0.896,0.92,0.899,0.0
572,1,0.939,0.917,0.954,0.943,0.95,0.94,0.0
573,1,1.0,0.999,1.0,1.0,1.0,1.0,0.0
574,1,0.998,0.996,0.999,0.999,0.999,0.998,0.0
575,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
576,1,0.997,0.994,0.999,0.999,0.998,0.997,0.0
577,1,0.893,0.787,0.855,0.886,0.94,0.872,0.0
578,1,0.993,0.988,0.996,0.996,0.996,0.994,0.0
579,1,0.994,0.991,0.995,0.992,0.998,0.994,0.0
580,1,0.858,0.819,0.868,0.874,0.898,0.863,0.0
581,1,0.949,0.913,0.985,0.97,0.967,0.957,0.0
582,1,0.959,0.974,1.0,0.983,0.994,0.982,0.0
583,1,0.792,0.705,0.815,0.788,0.853,0.791,0.0
584,1,0.862,0.859,0.873,0.882,0.915,0.878,0.0
585,1,0.797,0.724,0.798,0.787,0.826,0.786,0.0
586,1,0.988,0.98,0.994,0.994,0.994,0.99,0.0
587,1,0.955,0.928,0.992,0.979,0.971,0.965,0.0
588,1,0.957,0.934,0.992,0.978,0.973,0.967,0.0
589,1,0.917,0.862,0.862,0.938,0.928,0.901,0.0
590,1,0.914,0.833,0.961,0.934,0.927,0.914,0.0
591,1,0.849,0.733,0.822,0.859,0.898,0.832,0.0
592,1,0.809,0.738,0.798,0.797,0.839,0.796,0.0
593,1,0.992,0.988,0.993,0.989,0.997,0.992,0.0
594,1,0.824,0.743,0.793,0.814,0.85,0.805,0.0
595,1,0.94,0.908,0.941,0.939,0.95,0.936,0.0
596,1,0.978,0.985,1.0,0.997,0.998,0.992,0.0
597,1,0.889,0.866,0.95,0.93,0.907,0.909,0.0
598,1,0.993,0.993,0.995,0.994,0.997,0.994,0.0
599,1,0.961,0.957,0.965,0.964,0.977,0.965,0.0
600,1,0.926,0.899,0.94,0.928,0.937,0.926,0.0
601,1,0.886,0.841,0.884,0.879,0.903,0.879,0.0
602,1,0.995,0.991,0.995,0.991,0.998,0.994,0.0
603,1,0.998,0.996,0.999,0.999,0.999,0.998,0.0
604,1,0.999,0.999,1.0,1.0,1.0,1.0,0.0
605,1,0.997,0.992,0.999,0.998,0.998,0.997,0.0
606,1,0.995,0.991,0.999,0.997,0.996,0.996,0.0
607,1,0.993,0.989,0.998,0.996,0.995,0.994,0.0
608,1,0.877,0.77,0.838,0.874,0.926,0.857,0.0
609,1,0.993,0.988,0.996,0.996,0.996,0.994,0.0
610,1,0.994,0.991,0.994,0.992,0.998,0.994,0.0
611,1,0.953,0.928,0.99,0.974,0.968,0.963,0.0
612,1,0.89,0.881,0.975,0.943,0.93,0.924,0.0
613,1,0.984,0.986,0.985,0.994,0.995,0.989,0.0
614,1,0.819,0.667,0.663,0.7,0.833,0.737,0.049
615,1,0.842,0.707,0.675,0.737,0.856,0.763,0.02
616,1,0.918,0.962,1.0,0.98,0.992,0.97,0.0
617,1,0.923,0.884,0.972,0.95,0.943,0.935,0.0
618,1,0.937,0.899,0.972,0.959,0.958,0.945,0.0
619,1,0.957,0.968,1.0,0.978,0.994,0.98,0.0
620,1,0.993,0.986,0.997,0.996,0.996,0.994,0.0
621,1,0.999,0.998,1.0,1.0,1.0,0.999,0.0
622,1,0.967,0.961,0.972,0.969,0.98,0.97,0.0
623,1,1.0,0.995,0.135,0.965,1.0,0.819,0.274
624,1,0.897,0.92,0.938,0.903,0.925,0.917,0.0
625,1,0.835,0.9,0.893,0.874,0.918,0.884,0.0
626,0,0.008,0.014,0.005,0.022,0.003,0.01,0.0
627,0,0.104,0.434,0.132,0.251,0.14,0.212,0.0
628,0,0.513,0.86,0.694,0.704,0.823,0.719,0.193
629,0,0.496,0.856,0.707,0.709,0.742,0.702,0.224
630,0,0.0,0.0,0.0,0.0,0.455,0.091,0.002
631,0,0.049,0.062,0.041,0.08,0.059,0.058,0.0
632,0,0.041,0.072,0.036,0.068,0.049,0.053,0.0
633,0,0.049,0.038,0.044,0.066,0.03,0.045,0.0
634,0,0.063,0.071,0.042,0.08,0.054,0.062,0.0
635,0,0.451,0.801,0.657,0.641,0.609,0.632,0.435
636,0,0.004,0.023,0.01,0.022,0.005,0.013,0.0
637,0,0.002,0.008,0.005,0.009,0.002,0.005,0.0
638,0,0.061,0.059,0.058,0.087,0.035,0.06,0.0
639,0,0.445,0.232,0.286,0.319,0.364,0.329,0.0
640,0,0.006,0.009,0.011,0.014,0.012,0.01,0.0
641,0,0.01,0.014,0.013,0.016,0.015,0.014,0.0
642,0,0.292,0.009,0.0,0.066,0.113,0.096,0.0
643,0,0.377,0.609,0.0,0.653,0.257,0.379,0.164
644,0,0.001,0.008,0.005,0.008,0.002,0.005,0.0
645,0,0.074,0.089,0.052,0.088,0.054,0.071,0.0
646,0,0.002,0.011,0.006,0.011,0.002,0.007,0.0
647,0,0.105,0.143,0.071,0.131,0.077,0.105,0.0
648,0,0.742,0.232,0.303,0.32,0.248,0.369,0.098
649,0,0.543,0.446,0.399,0.577,0.643,0.522,0.149
650,0,0.051,0.062,0.04,0.076,0.059,0.058,0.0
651,0,0.004,0.02,0.009,0.018,0.003,0.011,0.0
652,0,0.291,0.372,0.187,0.26,0.302,0.283,0.0
653,0,0.102,0.237,0.192,0.182,0.101,0.163,0.0
654,0,0.039,0.105,0.049,0.103,0.062,0.072,0.0
655,0,0.034,0.054,0.063,0.066,0.036,0.051,0.0
656,0,0.679,0.455,0.619,0.632,0.459,0.569,0.315
657,0,0.755,0.273,0.326,0.358,0.275,0.398,0.117
658,0,0.03,0.055,0.033,0.065,0.034,0.043,0.0
659,0,0.002,0.008,0.005,0.009,0.002,0.005,0.0
660,0,0.002,0.012,0.007,0.013,0.004,0.008,0.0
661,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,0,0.011,0.0,0.0,0.001,0.0,0.002,0.0
663,0,0.093,0.094,0.058,0.075,0.082,0.081,0.0
664,0,0.141,0.034,0.049,0.039,0.033,0.059,0.0
665,0,0.441,0.213,0.313,0.281,0.275,0.305,0.0
666,0,0.465,0.278,0.4,0.364,0.336,0.369,0.0
667,0,0.762,0.675,0.708,0.742,0.782,0.734,0.001
668,0,0.838,0.834,0.911,0.86,0.723,0.833,0.0
669,0,0.599,0.571,0.564,0.593,0.558,0.577,0.012
670,0,0.695,0.639,0.629,0.649,0.652,0.653,0.04
671,0,0.713,0.699,0.846,0.836,0.376,0.694,0.318
672,0,0.743,0.652,0.667,0.716,0.658,0.687,0.021
673,1,0.757,0.714,0.761,0.742,0.823,0.759,0.0
674,1,0.803,0.768,0.437,0.785,0.87,0.733,0.216
675,0,0.628,0.603,0.585,0.61,0.59,0.603,0.251
676,0,0.698,0.643,0.648,0.67,0.653,0.662,0.007
677,0,0.412,0.44,0.48,0.513,0.473,0.463,0.0
678,0,0.692,0.609,0.659,0.488,0.394,0.568,0.342
679,0,0.708,0.694,0.315,0.683,0.802,0.64,0.437
680,0,0.664,0.587,0.656,0.496,0.38,0.557,0.297
681,0,0.777,0.741,0.755,0.778,0.815,0.773,0.0
682,0,0.732,0.657,0.679,0.731,0.738,0.708,0.002
683,0,0.559,0.456,0.498,0.546,0.467,0.505,0.004
684,0,0.341,0.406,0.201,0.289,0.293,0.306,0.0
685,0,0.71,0.683,0.31,0.683,0.807,0.639,0.442
686,0,0.627,0.603,0.586,0.617,0.593,0.605,0.281
687,0,0.183,0.246,0.124,0.251,0.168,0.194,0.0
688,0,0.16,0.109,0.24,0.19,0.143,0.169,0.0
689,0,0.339,0.231,0.361,0.236,0.204,0.274,0.0
690,0,0.78,0.668,0.709,0.74,0.805,0.74,0.005
691,0,0.408,0.346,0.462,0.309,0.261,0.357,0.0
692,1,0.362,0.432,0.486,0.341,0.301,0.384,0.0
693,0,0.646,0.451,0.593,0.388,0.341,0.484,0.134
694,1,0.744,0.549,0.583,0.659,0.741,0.655,0.301
695,0,0.745,0.58,0.635,0.673,0.754,0.678,0.166
696,1,0.764,0.612,0.623,0.704,0.795,0.7,0.12
697,1,0.49,0.459,0.5,0.362,0.347,0.432,0.002
698,1,0.845,0.803,0.807,0.819,0.884,0.832,0.0
699,1,0.795,0.702,0.724,0.756,0.834,0.762,0.001
700,0,0.823,0.746,0.739,0.732,0.806,0.769,0.0
701,1,0.76,0.664,0.702,0.681,0.757,0.713,0.006
702,0,0.747,0.508,0.648,0.671,0.717,0.658,0.295
703,1,0.699,0.625,0.68,0.682,0.79,0.695,0.064
704,0,0.518,0.465,0.549,0.509,0.458,0.5,0.0
705,1,0.771,0.65,0.669,0.731,0.814,0.727,0.032
706,1,0.763,0.655,0.685,0.721,0.781,0.721,0.011
707,0,0.494,0.465,0.384,0.436,0.359,0.428,0.0
708,0,0.776,0.664,0.696,0.732,0.811,0.736,0.011
709,0,0.763,0.654,0.686,0.718,0.781,0.72,0.011
710,1,0.5,0.475,0.562,0.585,0.523,0.529,0.017
711,1,0.768,0.658,0.694,0.728,0.799,0.729,0.011
712,0,0.441,0.418,0.331,0.395,0.323,0.382,0.0
713,1,0.763,0.654,0.679,0.714,0.775,0.717,0.014
714,1,0.754,0.609,0.634,0.671,0.665,0.667,0.139
715,1,0.782,0.662,0.704,0.735,0.812,0.739,0.009
716,1,0.632,0.523,0.589,0.649,0.702,0.619,0.464
717,1,0.775,0.42,0.699,0.456,0.474,0.565,0.366
718,0,0.416,0.522,0.688,0.681,0.478,0.557,0.303
719,1,0.765,0.655,0.663,0.716,0.793,0.719,0.027
720,1,0.697,0.529,0.583,0.639,0.691,0.628,0.413
721,1,0.659,0.534,0.6,0.659,0.734,0.637,0.362
722,1,0.787,0.556,0.712,0.645,0.68,0.676,0.206
723,0,0.283,0.342,0.391,0.374,0.281,0.334,0.0
724,0,0.805,0.711,0.744,0.772,0.839,0.774,0.0
725,0,0.453,0.419,0.341,0.412,0.318,0.389,0.0
726,0,0.772,0.663,0.671,0.725,0.785,0.723,0.014
727,1,0.755,0.617,0.657,0.698,0.703,0.686,0.06
728,0,0.753,0.617,0.414,0.713,0.372,0.574,0.398
729,1,0.766,0.663,0.679,0.726,0.798,0.726,0.013
730,1,0.802,0.672,0.732,0.706,0.751,0.733,0.003
731,0,0.366,0.719,0.367,0.249,0.935,0.527,0.369
732,1,0.754,0.63,0.656,0.698,0.778,0.703,0.055
733,0,0.553,0.573,0.636,0.442,0.369,0.515,0.152
734,1,0.908,0.906,0.915,0.906,0.963,0.92,0.0
735,0,0.021,0.059,0.043,0.059,0.026,0.041,0.0
736,0,0.382,0.384,0.451,0.329,0.287,0.366,0.0
737,1,0.739,0.615,0.643,0.641,0.61,0.649,0.223
738,0,0.474,0.52,0.6,0.428,0.351,0.475,0.049
739,0,0.455,0.398,0.403,0.397,0.409,0.412,0.0
740,1,0.741,0.485,0.518,0.575,0.512,0.566,0.304
741,0,0.678,0.499,0.598,0.585,0.511,0.574,0.273
742,1,0.65,0.515,0.622,0.651,0.714,0.63,0.399
743,0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
744,0,0.195,0.079,0.201,0.149,0.103,0.145,0.0
745,1,0.755,0.642,0.651,0.704,0.75,0.7,0.034
746,0,0.149,0.228,0.305,0.228,0.162,0.214,0.0
747,0,0.272,0.407,0.448,0.422,0.359,0.382,0.0
748,1,0.78,0.471,0.715,0.566,0.589,0.624,0.462
749,1,0.776,0.664,0.7,0.736,0.808,0.737,0.009
750,0,0.77,0.518,0.613,0.497,0.382,0.556,0.328
751,1,0.754,0.636,0.647,0.707,0.76,0.701,0.047
752,1,0.462,0.467,0.543,0.558,0.485,0.503,0.003
753,1,0.766,0.663,0.676,0.726,0.799,0.726,0.015
754,0,0.165,0.164,0.272,0.21,0.18,0.198,0.0
755,1,0.776,0.663,0.703,0.732,0.808,0.737,0.008
756,1,0.766,0.663,0.679,0.726,0.798,0.726,0.014
757,1,0.644,0.663,0.641,0.316,0.853,0.623,0.477
758,1,0.775,0.663,0.702,0.731,0.807,0.736,0.009
759,0,0.776,0.663,0.702,0.732,0.808,0.736,0.008
760,0,0.5,0.495,0.504,0.43,0.404,0.466,0.0
761,1,0.757,0.644,0.665,0.706,0.787,0.712,0.035
762,0,0.349,0.372,0.482,0.433,0.319,0.391,0.0
763,1,0.768,0.456,0.681,0.527,0.504,0.587,0.411
764,1,0.678,0.454,0.557,0.467,0.368,0.505,0.151
765,1,0.753,0.687,0.709,0.609,0.542,0.66,0.269
766,1,0.667,0.58,0.666,0.617,0.554,0.617,0.472
767,0,0.782,0.647,0.697,0.654,0.66,0.688,0.069
768,1,0.789,0.688,0.713,0.681,0.692,0.713,0.006
769,1,0.804,0.73,0.717,0.72,0.792,0.752,0.0
770,1,0.757,0.636,0.688,0.642,0.629,0.67,0.119
771,1,0.745,0.622,0.643,0.678,0.686,0.675,0.073
772,1,0.762,0.647,0.686,0.726,0.807,0.725,0.023
773,1,0.289,0.286,0.404,0.359,0.319,0.331,0.0
774,1,0.608,0.677,0.634,0.373,0.843,0.627,0.465
775,1,0.722,0.524,0.662,0.529,0.556,0.598,0.424
776,1,0.768,0.662,0.686,0.726,0.775,0.724,0.007
777,1,0.757,0.649,0.656,0.721,0.745,0.706,0.021
778,1,0.735,0.596,0.646,0.694,0.705,0.675,0.102
779,1,0.777,0.662,0.706,0.727,0.791,0.732,0.006
780,0,0.431,0.434,0.645,0.581,0.405,0.499,0.116
781,1,0.759,0.629,0.66,0.715,0.79,0.711,0.052
782,1,0.536,0.486,0.644,0.6,0.642,0.582,0.302
783,1,0.782,0.663,0.706,0.732,0.812,0.739,0.009
784,1,0.736,0.444,0.637,0.565,0.765,0.629,0.447
785,1,0.756,0.627,0.682,0.715,0.775,0.711,0.033
786,1,0.747,0.655,0.654,0.696,0.788,0.708,0.036
787,1,0.752,0.665,0.653,0.722,0.8,0.718,0.027
788,1,0.75,0.665,0.653,0.72,0.801,0.718,0.028
789,1,0.708,0.621,0.71,0.71,0.753,0.7,0.022
790,1,0.741,0.656,0.652,0.717,0.725,0.698,0.011
791,0,0.51,0.395,0.524,0.361,0.563,0.471,0.034
792,1,0.761,0.619,0.659,0.701,0.791,0.706,0.073
793,1,0.732,0.525,0.649,0.573,0.711,0.638,0.379
794,1,0.587,0.44,0.573,0.612,0.591,0.561,0.196
795,1,0.682,0.486,0.626,0.476,0.676,0.589,0.394
796,0,0.55,0.391,0.463,0.399,0.487,0.458,0.004
797,0,0.454,0.562,0.705,0.671,0.566,0.592,0.403
798,0,0.591,0.398,0.803,0.986,0.249,0.605,0.487
799,0,0.759,0.653,0.71,0.701,0.74,0.713,0.003
800,0,0.772,0.668,0.726,0.713,0.812,0.738,0.006
801,1,0.537,0.629,0.706,0.657,0.606,0.627,0.405
802,1,0.695,0.533,0.344,0.426,0.565,0.512,0.2
803,1,0.409,0.219,0.646,0.41,0.253,0.387,0.067
804,0,0.113,0.169,0.099,0.154,0.144,0.136,0.0
805,1,0.76,0.589,0.664,0.713,0.791,0.704,0.104
806,0,0.754,0.724,0.805,0.793,0.774,0.77,0.0
807,0,0.416,0.222,0.694,0.51,0.211,0.41,0.132
808,1,0.832,0.735,0.74,0.742,0.804,0.77,0.0
809,1,0.84,0.74,0.74,0.737,0.815,0.774,0.0
810,1,0.769,0.666,0.684,0.726,0.785,0.726,0.007
811,1,0.765,0.66,0.66,0.73,0.791,0.721,0.023
812,1,0.721,0.634,0.617,0.681,0.776,0.686,0.107
813,1,0.77,0.66,0.676,0.724,0.767,0.719,0.009
814,1,0.745,0.522,0.658,0.58,0.753,0.652,0.337
815,0,0.659,0.383,0.455,0.37,0.55,0.483,0.115
816,1,0.769,0.655,0.661,0.722,0.82,0.726,0.038
817,0,0.759,0.565,0.662,0.713,0.785,0.697,0.144
818,0,0.714,0.76,0.679,0.751,0.591,0.699,0.081
819,1,0.854,0.781,0.775,0.776,0.856,0.808,0.0
820,0,0.127,0.014,0.078,0.018,0.082,0.064,0.0
821,1,0.247,0.433,0.191,0.307,0.329,0.301,0.0
822,0,0.173,0.134,0.127,0.104,0.197,0.147,0.0
823,0,0.187,0.06,0.139,0.181,0.425,0.198,0.0
824,0,0.447,0.144,0.348,0.469,0.185,0.319,0.013
825,1,0.708,0.678,0.651,0.755,0.573,0.673,0.166
826,0,0.005,0.009,0.005,0.006,0.012,0.007,0.0
827,0,0.026,0.039,0.035,0.045,0.041,0.037,0.0
828,0,0.019,0.08,0.018,0.039,0.022,0.036,0.0
829,0,0.227,0.356,0.44,0.313,0.252,0.318,0.0
830,1,0.435,0.402,0.534,0.345,0.301,0.403,0.004
831,1,0.997,0.983,0.997,1.0,0.998,0.995,0.0
832,1,0.991,0.992,0.994,0.995,0.997,0.994,0.0
833,1,0.902,0.844,0.883,0.922,0.929,0.896,0.0
834,1,0.982,0.993,0.999,0.997,0.995,0.993,0.0
835,1,0.903,0.845,0.884,0.923,0.93,0.897,0.0
836,1,0.982,0.993,0.999,0.997,0.995,0.993,0.0
837,1,0.933,0.88,0.916,0.963,0.956,0.93,0.0
838,1,0.934,0.885,0.916,0.963,0.958,0.931,0.0
839,1,0.988,0.993,0.999,0.998,0.996,0.995,0.0
840,1,0.997,0.984,0.997,1.0,0.998,0.995,0.0
841,1,0.988,0.993,0.999,0.998,0.995,0.995,0.0
842,1,0.995,0.985,0.997,1.0,0.998,0.995,0.0
843,1,0.997,0.983,0.997,1.0,0.997,0.995,0.0
844,1,0.99,0.997,1.0,0.998,0.998,0.996,0.0
845,1,0.984,0.993,0.999,0.998,0.995,0.994,0.0
846,1,0.995,0.986,0.996,1.0,0.998,0.995,0.0
847,1,0.758,0.663,0.694,0.735,0.803,0.731,0.008
848,1,0.264,0.121,0.234,0.169,0.236,0.205,0.0
849,1,0.952,0.99,1.0,0.996,0.982,0.984,0.0
850,1,0.864,0.819,0.867,0.855,0.883,0.858,0.0
851,0,0.914,0.884,0.921,0.91,0.922,0.91,0.0
852,0,0.885,0.849,0.893,0.877,0.898,0.88,0.0
853,0,0.835,0.764,0.82,0.811,0.849,0.816,0.0
854,1,0.852,0.85,0.89,0.873,0.886,0.87,0.0
855,0,0.769,0.654,0.692,0.734,0.81,0.732,0.016
856,0,0.508,0.537,0.581,0.627,0.727,0.596,0.409
857,1,0.957,0.963,0.986,0.948,0.994,0.97,0.0
858,0,0.503,0.514,0.537,0.595,0.595,0.549,0.05
859,0,0.584,0.571,0.598,0.678,0.746,0.635,0.372
860,0,0.872,0.801,0.913,0.898,0.889,0.875,0.0
861,1,0.77,0.698,0.75,0.756,0.795,0.754,0.0
862,0,0.791,0.703,0.758,0.758,0.818,0.765,0.0
863,0,0.506,0.558,0.603,0.655,0.686,0.602,0.426
864,0,0.995,0.992,1.0,0.999,0.998,0.997,0.0
865,1,0.96,0.86,0.972,0.965,0.974,0.946,0.0
866,1,0.806,0.81,0.817,0.836,0.879,0.83,0.0
867,1,0.428,0.093,0.228,0.222,0.22,0.238,0.0
868,0,0.321,0.32,0.447,0.458,0.325,0.374,0.0
869,1,0.781,0.783,0.826,0.823,0.865,0.816,0.0
870,0,0.764,0.745,0.788,0.753,0.836,0.777,0.0
